Courier Status,Category,0,Qty
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Ethnic Dress,0,0
Cancelled,Saree,0,0
Cancelled,Saree,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Cancelled,Set,0,0
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Cancelled,Set,0,0
Shipped,Set,0,1
Unshipped,Top,0,1
Shipped,kurta,0,1
Shipped,Western Dress,0,1
Shipped,Western Dress,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Cancelled,kurta,0,0
Shipped,Western Dress,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Top,0,1
Unshipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Cancelled,Set,0,0
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Ethnic Dress,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,kurta,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,1
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,2
Shipped,Set,0,3
Shipped,Set,0,3
Shipped,Set,0,8
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
Shipped,Top,0,1
